,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,WHOIS_COUNTRY,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
871,B0_2054,49,12,Iso-8859-1,Not_available,22,19,7,1476,22,18,1344,1476,22,0.0,0
872,B0_2078,49,9,Utf-8,Us,18,15,2,2736,18,13,4846,2736,18,0.0,0
873,B0_2107,49,9,Utf-8,Us,3,3,1,366,3,5,306,366,3,0.0,0
874,B0_2110,49,10,Utf-8,Cn,9,5,6,738,9,15,1064,738,9,0.0,0
875,B0_2113,49,7,Iso-8859-1,Us,6,3,3,552,6,7,436,552,6,0.0,0
876,B0_2262,49,9,Utf-8,Us,5,4,2,486,5,6,480,486,5,0.0,0
877,B0_2265,49,9,Utf-8,Us,3,3,1,366,3,4,244,366,3,0.0,0
878,B0_2280,49,9,Iso-8859-1,Us,2,2,1,276,2,3,184,276,2,0.0,0
879,B0_2317,49,9,Iso-8859-1,Us,5,4,3,474,5,8,490,474,5,0.0,0
880,B0_333,49,11,Utf-8,Us,31,24,8,4739,37,37,18554,5195,37,6.0,0
881,B0_341,49,9,Iso-8859-1,Us,19,6,9,1720,25,27,2880,2138,25,6.0,0
882,B0_365,49,10,Utf-8,Us,14,1,3,1567,18,20,6818,1859,18,4.0,0
883,B0_524,49,12,Utf-8,Us,32,16,6,4464,40,39,39561,5064,40,8.0,0
884,B0_609,49,9,Utf-8,Ca,8,0,5,516,8,2,124,516,8,0.0,0
885,B0_637,49,10,Utf-8,Us,26,0,7,2270,30,24,10000,2562,30,4.0,0
886,B0_648,49,10,Utf-8,Us,51,46,3,5413,57,61,64860,5841,57,6.0,0
887,B0_663,49,10,Iso-8859-1,Us,43,11,15,5371,49,46,16215,5845,49,6.0,0
888,B0_729,49,11,Iso-8859-1,Not_available,0,0,0,0,0,2,124,0,0,0.0,0
889,B0_838,49,10,Iso-8859-1,Au,0,0,0,0,0,0,0,0,0,0.0,0
890,B0_896,49,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
891,B0_923,49,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
892,B0_95,49,10,Iso-8859-1,Us,21,7,2,2681,27,26,21979,3159,27,6.0,0
893,B0_974,49,9,Utf-8,Au,0,0,0,0,0,0,0,0,0,0.0,0
894,M0_105,50,13,Utf-8,Cz,47,0,1,3386,51,53,66317,3696,51,4.0,1
895,M0_147,50,11,Utf-8,Not_available,20,1,4,2330,28,24,3609,2912,28,8.0,1
896,M0_88,50,11,Iso-8859-1,Ua,7,0,2,746,9,11,2189,904,9,2.0,1
897,B0_1026,50,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
898,B0_1088,50,9,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
899,B0_1370,50,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
900,B0_1423,50,10,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
901,B0_199,50,10,Utf-8,Us,64,49,12,7487,74,84,75625,8219,74,10.0,0
902,B0_2132,50,9,Utf-8,Us,5,3,3,498,5,6,372,498,5,0.0,0
903,B0_2180,50,9,Iso-8859-1,Us,8,6,4,696,8,10,636,696,8,0.0,0
904,B0_371,50,10,Iso-8859-1,Us,13,8,2,2382,17,20,7775,2682,17,4.0,0
905,B0_379,50,10,Iso-8859-1,Not_available,94,3,8,6904,98,103,197501,7208,98,4.0,0
906,B0_402,50,11,Iso-8859-1,Us,33,27,5,5203,41,44,13097,5803,41,8.0,0
907,B0_410,50,10,Utf-8,Us,80,3,5,8291,88,93,135375,8889,88,8.0,0
908,B0_419,50,11,Us-ascii,Us,25,1,6,2829,29,28,23089,3131,29,4.0,0
909,B0_429,50,11,Iso-8859-1,Not_available,35,0,4,2949,39,43,43296,3263,39,4.0,0
910,B0_443,50,12,Iso-8859-1,Us,17,0,5,1570,21,21,6049,1842,21,4.0,0
911,B0_492,50,11,Utf-8,Us,34,25,9,3787,42,42,33677,4365,42,8.0,0
912,B0_521,50,9,Iso-8859-1,Not_available,22,4,12,1960,28,23,2807,2420,28,6.0,0
913,B0_537,50,9,Utf-8,Us,7,0,2,995,11,12,1507,1287,11,4.0,0
914,B0_564,50,10,Iso-8859-1,Not_available,10,0,4,926,14,13,1788,1266,14,4.0,0
915,B0_610,50,9,Utf-8,Us,57,4,6,6820,59,61,79053,6966,59,2.0,0
916,B0_682,50,11,Utf-8,Not_available,226,6,6,15162,228,284,383760,15314,228,2.0,0
917,B0_708,50,14,Iso-8859-1,Us,20,2,5,1849,26,22,26589,2279,26,6.0,0
918,B0_789,50,9,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
919,B0_797,50,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
920,B0_843,50,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
921,B0_861,50,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
922,B0_898,50,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
923,B0_907,50,10,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
924,B0_975,50,9,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
925,M0_100,51,14,Utf-8,Cz,46,0,1,3321,48,49,66184,3473,48,2.0,1
926,M0_119,51,14,Iso-8859-1,Us,14,4,6,888,14,6,376,888,14,0.0,1
927,B0_1027,51,10,Iso-8859-1,Ky,0,0,0,0,0,0,0,0,0,0.0,0
928,B0_1160,51,10,Us-ascii,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
929,B0_1186,51,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
930,B0_1346,51,8,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
931,B0_1362,51,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
932,B0_1391,51,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
933,B0_150,51,10,Iso-8859-1,Cn,7,1,2,769,9,10,1298,909,9,2.0,0
934,B0_2046,51,9,Utf-8,Not_available,7,3,2,582,7,5,306,582,7,0.0,0
935,B0_2147,51,10,Utf-8,Not_available,9,6,7,762,9,10,640,762,9,0.0,0
936,B0_2186,51,9,Iso-8859-1,Us,17,8,6,1278,17,10,634,1278,17,0.0,0
937,B0_2212,51,12,Iso-8859-1,Us,28,13,12,1872,28,19,1323,1872,28,0.0,0
938,B0_2227,51,8,Iso-8859-1,Us,4,2,3,396,4,3,184,396,4,0.0,0
939,B0_2279,51,10,Us-ascii,Not_available,5,3,2,498,5,4,244,498,5,0.0,0
940,B0_267,51,11,Us-ascii,Not_available,22,6,8,1651,24,17,1388,1787,24,2.0,0
941,B0_347,51,10,Utf-8,Us,39,3,8,3637,45,37,44294,4127,45,6.0,0
942,B0_377,51,11,Utf-8,Us,2,0,1,132,2,2,124,132,2,0.0,0
943,B0_435,51,10,Utf-8,Us,35,22,11,4677,41,33,14310,5093,41,6.0,0
944,B0_479,51,11,Utf-8,Us,28,16,12,3227,32,31,12120,3507,32,4.0,0
945,B0_780,51,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
946,B0_787,51,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
947,B0_814,51,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
948,B0_837,51,8,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
949,B0_938,51,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
950,M0_104,52,14,Utf-8,Cz,41,0,1,2992,43,44,65646,3144,43,2.0,1
951,M0_161,52,12,Utf-8,Br,16,1,5,1609,22,20,2655,2119,22,6.0,1
953,B0_1007,52,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
954,B0_1022,52,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
955,B0_1076,52,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
956,B0_1080,52,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
957,B0_1115,52,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
958,B0_1166,52,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
959,B0_1191,52,12,Utf-8,Pa,0,0,0,0,0,0,0,0,0,0.0,0
960,B0_1293,52,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
961,B0_1304,52,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
962,B0_1307,52,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
963,B0_181,52,11,Utf-8,Ch,13,0,3,1428,17,11,1504,1712,17,4.0,0
964,B0_2014,52,10,Iso-8859-1,Us,4,3,2,432,4,6,376,432,4,0.0,0
965,B0_2032,52,9,Iso-8859-1,Us,6,3,3,564,6,7,442,564,6,0.0,0
966,B0_2109,52,10,Utf-8,Us,5,3,3,486,5,7,436,486,5,0.0,0
967,B0_211,52,9,Utf-8,Not_available,22,8,7,1628,26,25,14894,1944,26,4.0,0
968,B0_2198,52,9,Utf-8,Ca,4,4,1,420,4,5,414,420,4,0.0,0
969,B0_2232,52,10,Us-ascii,Us,4,3,2,420,4,7,424,420,4,0.0,0
970,B0_2316,52,11,Utf-8,Not_available,3,3,1,366,3,4,244,366,3,0.0,0
971,B0_261,52,11,Utf-8,Not_available,60,4,5,4466,62,63,95122,4602,62,2.0,0
972,B0_319,52,9,Utf-8,Ca,10,2,6,1197,14,17,1374,1503,14,4.0,0
973,B0_325,52,10,Utf-8,Not_available,10,1,4,1257,14,15,1919,1555,14,4.0,0
974,B0_401,52,10,Utf-8,Us,51,35,10,5314,57,62,51761,5742,57,6.0,0
975,B0_420,52,8,Utf-8,Not_available,25,4,7,1682,29,30,25579,1986,29,4.0,0
976,B0_634,52,11,Utf-8,Not_available,21,0,8,2221,25,26,3809,2513,25,4.0,0
978,B0_696,52,11,Iso-8859-1,Hk,16,2,3,1364,18,23,16978,1502,18,2.0,0
979,B0_741,52,10,Us-ascii,Us,29,25,1,4765,37,34,17280,5381,37,8.0,0
980,B0_880,52,10,Iso-8859-1,Ca,0,0,0,0,0,0,0,0,0,0.0,0
981,B0_89,52,9,Utf-8,Not_available,51,1,10,4049,55,58,61312,4361,55,4.0,0
982,B0_908,52,8,Utf-8,Au,0,0,0,0,0,0,0,0,0,0.0,0
983,B0_909,52,10,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
984,B0_954,52,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
985,B0_956,52,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
986,M0_80,53,12,Iso-8859-1,Us,8,0,1,1156,10,10,2638,1316,10,2.0,1
987,B0_1012,53,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
988,B0_1091,53,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
989,B0_1247,53,8,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
990,B0_1264,53,10,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
991,B0_1325,53,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
992,B0_1336,53,11,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
993,B0_2048,53,10,Iso-8859-1,Not_available,9,5,7,762,9,10,640,762,9,0.0,0
994,B0_2119,53,11,Utf-8,Us,26,8,11,1668,26,13,894,1668,26,0.0,0
995,B0_2131,53,10,Utf-8,Ca,7,6,2,798,7,8,492,798,7,0.0,0
996,B0_2268,53,9,Utf-8,Us,12,3,3,960,12,16,1024,960,12,0.0,0
997,B0_294,53,7,Iso-8859-1,Ca,12,6,7,1017,18,17,1563,1503,18,6.0,0
998,B0_472,53,12,Iso-8859-1,Not_available,15,2,5,1944,21,21,2698,2416,21,6.0,0
999,B0_556,53,12,Iso-8859-1,Ca,15,4,3,2232,19,22,3283,2532,19,4.0,0
1000,B0_827,53,9,Us-ascii,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1001,B0_862,53,10,Us-ascii,Uk,0,0,0,0,0,0,0,0,0,0.0,0
1002,B0_91,53,11,Iso-8859-1,Not_available,16,3,8,1277,20,19,2663,1559,20,4.0,0
1003,B0_951,53,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1004,B0_977,53,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1005,M0_41,54,11,Iso-8859-1,Us,5,0,2,582,9,9,1097,882,9,4.0,1
1006,M0_87,54,11,Iso-8859-1,Us,29,1,7,4558,31,37,26259,4724,31,2.0,1
1007,B0_1002,54,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1008,B0_1059,54,12,Utf-8,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1009,B0_1129,54,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1010,B0_1149,54,12,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1011,B0_1188,54,9,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1012,B0_1200,54,12,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1013,B0_1301,54,8,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1014,B0_1315,54,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1015,B0_174,54,9,Iso-8859-1,Ca,34,7,6,2881,38,33,39646,3219,38,4.0,0
1016,B0_2007,54,12,Utf-8,Us,5,5,2,474,5,8,535,474,5,0.0,0
1017,B0_2045,54,12,Utf-8,Us,11,7,2,1166,11,7,426,1166,11,0.0,0
1018,B0_2133,54,10,Utf-8,Cn,3,3,1,366,3,3,182,366,3,0.0,0
1019,B0_2207,54,12,Iso-8859-1,Not_available,12,9,6,900,12,10,696,900,12,0.0,0
1020,B0_230,54,10,Iso-8859-1,Us,1194,12,8,99843,1198,1284,2060012,100151,1198,4.0,0
1021,B0_247,54,9,Iso-8859-1,Us,58,39,7,5998,64,48,43787,6438,64,6.0,0
1022,B0_320,54,10,Utf-8,Us,37,0,5,7178,43,41,20954,7644,43,6.0,0
1023,B0_370,54,10,Iso-8859-1,Us,40,9,9,4562,44,44,49870,4884,44,4.0,0
1024,B0_387,54,12,Iso-8859-1,Not_available,29,0,2,2903,37,37,30772,3525,37,8.0,0
1025,B0_4,54,9,Utf-8,Us,4,1,3,280,6,7,542,422,6,2.0,0
1026,B0_478,54,9,Us-ascii,Not_available,34,2,5,5325,40,44,86136,5785,40,6.0,0
1027,B0_48,54,11,Utf-8,Us,20,11,6,3025,26,25,9200,3479,26,6.0,0
1028,B0_594,54,10,Utf-8,Us,12,7,1,2036,16,17,7035,2320,16,4.0,0
1029,B0_665,54,10,Utf-8,Us,43,38,5,5591,51,56,46553,6231,51,8.0,0
1030,B0_750,54,12,Utf-8,Us,12,1,5,1404,16,17,1587,1700,16,4.0,0
1031,B0_799,54,11,Utf-8,Au,0,0,0,0,0,0,0,0,0,0.0,0
1032,B0_858,54,12,Us-ascii,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1033,B0_968,54,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1034,M0_102,55,12,Utf-8,Cz,52,0,1,3721,54,57,66445,3873,54,2.0,1
1035,M0_84,55,12,Iso-8859-1,Pa,26,12,3,3229,34,32,16895,3837,34,8.0,1
1036,B0_1039,55,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1037,B0_1047,55,9,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1038,B0_1126,55,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1039,B0_1146,55,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1040,B0_1168,55,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1041,B0_1187,55,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1042,B0_1339,55,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1043,B0_1354,55,9,Utf-8,Si,0,0,0,0,0,0,0,0,0,0.0,0
1044,B0_1368,55,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1045,B0_1421,55,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1046,B0_177,55,8,Utf-8,Not_available,24,3,9,1715,26,31,22292,1867,26,2.0,0
1047,B0_201,55,11,Utf-8,Us,42,36,2,6128,50,50,41385,6736,50,8.0,0
1048,B0_2023,55,12,Utf-8,Bs,21,3,13,1458,21,4,244,1458,21,0.0,0
1049,B0_2071,55,9,Utf-8,Us,8,3,3,696,8,5,306,696,8,0.0,0
1050,B0_21,55,10,Utf-8,Us,31,3,5,3590,35,40,35749,3886,35,4.0,0
1051,B0_2141,55,10,Utf-8,Ca,4,3,2,432,4,4,244,432,4,0.0,0
1052,B0_2190,55,12,Utf-8,Us,13,4,7,1074,13,5,306,1074,13,0.0,0
1053,B0_2300,55,10,Utf-8,Us,11,5,7,882,11,10,628,882,11,0.0,0
1054,B0_346,55,12,Utf-8,Us,36,27,7,4405,42,47,46271,4833,42,6.0,0
1055,B0_415,55,10,Utf-8,Us,46,38,3,5666,54,67,69645,6250,54,8.0,0
1056,B0_502,55,10,Utf-8,Us,27,18,4,3101,31,30,13795,3405,31,4.0,0
1057,B0_664,55,9,Iso-8859-1,Us,56,52,4,7621,66,74,58567,8357,66,10.0,0
1058,B0_706,55,9,Iso-8859-1,Us,42,30,9,4861,48,44,43523,5301,48,6.0,0
1059,B0_716,55,9,Iso-8859-1,Us,33,29,1,5665,43,36,19433,6401,43,10.0,0
1060,B0_738,55,11,Utf-8,Us,48,39,11,5137,55,61,67877,5597,55,6.0,0
1061,B0_815,55,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1062,B0_879,55,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1063,B0_936,55,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1064,B0_959,55,11,Us-ascii,Au,0,0,0,0,0,0,0,0,0,0.0,0
1065,M0_93,56,11,Iso-8859-1,Pk,7,0,2,752,9,9,1197,916,9,2.0,1
1066,B0_1,56,8,Iso-8859-1,Us,0,0,0,0,0,2,124,0,0,0.0,0
1067,B0_1110,56,12,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1068,B0_1124,56,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1070,B0_1179,56,12,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1071,B0_1214,56,9,Utf-8,Ca,0,0,0,0,0,0,0,0,0,0.0,0
1072,B0_1227,56,10,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1073,B0_1276,56,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1074,B0_1317,56,10,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1075,B0_1396,56,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1076,B0_2062,56,10,Utf-8,Us,4,3,2,432,4,5,310,432,4,0.0,0
1077,B0_2215,56,10,Utf-8,Pa,11,3,5,870,11,5,306,870,11,0.0,0
1078,B0_225,56,9,Iso-8859-1,Us,57,51,3,8171,69,59,26659,9059,69,12.0,0
1079,B0_2281,56,11,Iso-8859-1,Not_available,5,5,3,450,5,7,479,450,5,0.0,0
1080,B0_249,56,9,Iso-8859-1,Us,26,18,7,3928,32,27,10186,4368,32,6.0,0
1081,B0_28,56,11,Us-ascii,Au,20,2,7,1876,26,17,2205,2354,26,6.0,0
1082,B0_394,56,11,Iso-8859-1,Not_available,25,13,7,2910,31,30,7648,3402,31,6.0,0
1083,B0_421,56,9,Us-ascii,Us,12,3,7,1080,14,14,2498,1260,14,2.0,0
1084,B0_473,56,9,Iso-8859-1,Ca,15,2,5,1944,21,21,2698,2416,21,6.0,0
1085,B0_514,56,12,Utf-8,Cn,10,4,4,944,14,15,3869,1252,14,4.0,0
1086,B0_522,56,13,Utf-8,Us,37,3,5,3050,43,44,65986,3492,43,6.0,0
1087,B0_56,56,12,Iso-8859-1,Us,35,11,3,6351,43,46,22390,6989,43,8.0,0
1088,B0_615,56,10,Us-ascii,Us,18,13,2,3354,24,18,8544,3810,24,6.0,0
1089,B0_714,56,12,Utf-8,Us,8,3,3,847,16,18,1998,1435,16,8.0,0
1090,B0_853,56,9,Iso-8859-1,Il,0,0,0,0,0,0,0,0,0,0.0,0
1091,B0_867,56,9,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1092,B0_881,56,11,Iso-8859-1,De,0,0,0,0,0,0,0,0,0,0.0,0
1093,B0_943,56,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1094,B0_944,56,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1095,B0_98,56,11,Utf-8,Not_available,10,2,3,1256,14,14,1546,1576,14,4.0,0
1096,B0_984,56,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1097,B0_986,56,11,Utf-8,Pa,0,0,0,0,0,0,0,0,0,0.0,0
1098,B0_1041,57,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1099,B0_1092,57,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1100,B0_1249,57,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1101,B0_1348,57,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1102,B0_1414,57,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1103,B0_2081,57,11,Utf-8,Not_available,2,2,1,356,2,4,246,356,2,0.0,0
1104,B0_2130,57,11,Utf-8,Not_available,15,13,7,1062,15,19,1354,1062,15,0.0,0
1105,B0_2150,57,11,Us-ascii,Not_available,8,5,5,696,8,10,636,696,8,0.0,0
1106,B0_2167,57,10,Us-ascii,Us,7,3,2,630,7,5,306,630,7,0.0,0
1107,B0_2173,57,12,Utf-8,Us,4,3,3,408,4,6,378,408,4,0.0,0
1108,B0_2191,57,12,Utf-8,Not_available,13,4,7,1074,13,5,306,1074,13,0.0,0
1109,B0_250,57,10,Iso-8859-1,Us,63,58,6,8280,75,65,23559,9168,75,12.0,0
1110,B0_299,57,10,Iso-8859-1,Us,37,9,11,5965,43,47,20145,6439,43,6.0,0
1111,B0_375,57,10,Utf-8,Se,16,0,3,1345,18,19,18597,1495,18,2.0,0
1112,B0_413,57,10,Utf-8,Not_available,16,0,7,1293,20,19,1754,1617,20,4.0,0
1113,B0_458,57,12,Iso-8859-1,Us,79,2,7,5863,83,83,127368,6173,83,4.0,0
1114,B0_517,57,9,Utf-8,Jp,19,8,10,1764,23,24,2364,2120,23,4.0,0
1115,B0_535,57,10,Iso-8859-1,Us,31,0,5,2335,33,37,35231,2493,33,2.0,0
1116,B0_546,57,13,Utf-8,Us,42,7,12,3944,48,40,23329,4404,48,6.0,0
1117,B0_578,57,11,Utf-8,Us,32,26,3,4195,38,45,45691,4623,38,6.0,0
1118,B0_625,57,11,Iso-8859-1,Us,21,6,13,1627,25,23,2044,1933,25,4.0,0
1119,B0_636,57,10,Iso-8859-1,Us,107,4,4,8986,111,148,234205,9294,111,4.0,0
1120,B0_732,57,11,Utf-8,It,18,4,6,1965,22,21,7616,2249,22,4.0,0
1121,B0_749,57,10,Us-ascii,Not_available,62,0,3,4725,66,65,97272,5023,66,4.0,0
1122,B0_75,57,11,Utf-8,Us,9,0,3,871,11,12,4257,1021,11,2.0,0
1123,B0_791,57,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1124,B0_86,57,7,Utf-8,Not_available,10,3,5,949,14,15,2597,1309,14,4.0,0
1125,B0_882,57,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1126,B0_932,57,13,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1127,B0_996,57,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1128,M0_103,58,12,Utf-8,Cz,50,0,1,3592,52,53,66100,3744,52,2.0,1
1129,M0_83,58,13,Utf-8,Us,10,0,2,1692,14,15,8467,2004,14,4.0,1
1130,B0_1025,58,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1131,B0_1107,58,8,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1132,B0_1256,58,10,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1133,B0_1274,58,11,Us-ascii,Au,0,0,0,0,0,0,0,0,0,0.0,0
1134,B0_2031,58,9,Iso-8859-1,Us,5,3,3,474,5,4,244,474,5,0.0,0
1135,B0_2074,58,11,Utf-8,Us,4,4,1,420,4,5,414,420,4,0.0,0
1136,B0_2201,58,10,Utf-8,Us,5,4,2,474,5,7,442,474,5,0.0,0
1137,B0_2223,58,11,Us-ascii,Us,5,4,2,486,5,9,672,486,5,0.0,0
1138,B0_2254,58,11,Iso-8859-1,Ca,4,2,2,408,4,7,438,408,4,0.0,0
1139,B0_302,58,8,Iso-8859-1,Us,9,0,3,1481,13,12,1327,1773,13,4.0,0
1140,B0_329,58,12,Us-ascii,Us,50,42,4,6256,58,63,63202,6896,58,8.0,0
1141,B0_338,58,10,Iso-8859-1,Ca,5,0,3,620,7,8,626,770,7,2.0,0
1142,B0_358,58,9,Us-ascii,Us,14,0,1,1794,18,18,2242,2102,18,4.0,0
1143,B0_368,58,9,Us-ascii,Not_available,15,10,3,2344,19,17,6649,2668,19,4.0,0
1144,B0_554,58,10,Utf-8,Us,17,15,4,1146,17,5,416,1146,17,0.0,0
1145,B0_598,58,11,Utf-8,Us,44,37,6,6317,52,53,38708,6925,52,8.0,0
1146,B0_604,58,11,Utf-8,Not_available,20,9,4,3076,26,23,8668,3494,26,6.0,0
1147,B0_776,58,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1148,B0_845,58,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1149,B0_857,58,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1150,B0_921,58,12,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1151,B0_1081,59,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1152,B0_1119,59,11,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1153,B0_1138,59,10,Iso-8859-1,Not_available,0,0,0,0,0,0,0,0,0,0.0,0
1154,B0_1153,59,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1155,B0_12,59,10,Utf-8,Not_available,15,10,1,2421,21,17,7924,2861,21,6.0,0
1156,B0_1206,59,12,Utf-8,Bs,0,0,0,0,0,0,0,0,0,0.0,0
1157,B0_1233,59,10,Utf-8,Us,0,0,0,0,0,0,0,0,0,0.0,0
1158,B0_1269,59,11,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
1159,B0_1331,59,10,Us-ascii,Us,0,0,0,0,0,0,0,0,0,0.0,0
1160,B0_1358,59,10,Iso-8859-1,Cn,0,0,0,0,0,0,0,0,0,0.0,0
1161,B0_1399,59,9,Iso-8859-1,Us,0,0,0,0,0,0,0,0,0,0.0,0
